Buchungskreis,Marken Name Kurz,Standortname,Slug,Logo Filename,Straße,Hausnummer,PLZ,Stadt,Land Name,Standorttyp Name,Homepage,Breitengrad,Längengrad,Bundesland,Werblicher Anzeige Name,Breitengrad (Komma),Längengrad (Komma),,Statement,Statementgeber,Funktion des Statementgebers,Um wie viel Uhr wird das Licht ausgestellt?,Umsetzung der Maßnahmen bis 15.11.2022?,Änderung der Beleuchtung durch Teilnahme am Projekt?,Details zur Lichtabschaltung
117,G.U.T.,Elting KG,elting-kg,,Carl-Benz-Straße,1,48565,Steinfurt,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-steinfurt-carl-benz-strasse,52.159.360.100.000.000,7.318.142.600.000.000,NRW,ABEX Steinfurt / Carl-Benz-Straße,"52,1593601","7,3181426",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
146,G.U.T.,Schleswig-Holstein Niederlassung der G.U.T. Gebäude- und Umwelttechnik KG,schleswigholstein-niederlassung-der-gut-gebaeude-und-umwelttechnik-kg,schleswigholstein-niederlassung-der-gut-gebaeude-und-umwelttechnik-kg-logo.jpg,Clara-Immerwahr-Straße,7,24145,Kiel,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/schleswig-holstein,54.276.150.000.000.000,10.164.460.000.000.000,Schleswig-Holstein,HAUPTHAUS Kiel,"54,27615","10,16446",,"Wir beteiligen uns an der Aktion „22 Uhr – Licht aus“, weil es für uns alle sinnvoll ist, über unser alltägliches Tun nachzudenken und entsprechend entgegenzuwirken. Denn nur jeder selbst kann eine Veränderung herbeiführen. ",Christian Pohl,Niederlassungsleiter - Prokurist,19 Uhr,Ja,nein,
692,G.U.T.,Keilhauer Niederlassung der G.U.T. Gebäude- und Umwelttechnik KG,keilhauer-niederlassung-der-gut-gebaeude-und-umwelttechnik-kg,keilhauer-niederlassung-der-gut-gebaeude-und-umwelttechnik-kg-logo.jpg,Steinhäuserstraße,5,76135,Karlsruhe,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/keilhauer/standorte/haupthaus-karlsruhe,48.997.047.400.000.000,8.379.950.500.000.000,Baden-Württemberg,HAUPTHAUS Karlsruhe,"48,9970474","8,3799505",,"Es wird immer wichtiger, über Energieverbraucher nachzudenken, ob sie in der heutigen Zeit noch sinnvoll und notwendig sind. Wir stellen uns bewusst die Frage bei Licht, Temperatur beim Heizen und Standbys. Einfacher als beim Licht ist Energie nicht einzusparen.  ",Joachim Keilhauer,Geschäftsleitung,18 Uhr,Ja,nein,
825,G.U.T.,Peter Spies KG,peter-spies-kg,,Carolinenhütte,31,35576,Wetzlar,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/peter-spies/locations/abex-wetzlar-carolinenhuette,50.567.580.000.000.000,8.504.700.000.000.000,HE,ABEX Wetzlar / Carolinenhütte,"50,56758","8,5047",,,Jens Langsdorf,,20 Uhr,Ja,nein,
825,G.U.T.,Peter Spies KG,peter-spies-kg,peter-spies-kg-logo.jpg,Carolinenhütte,31,35576,Wetzlar,Germany,HAUPTHAUS,https://www.gut-gruppe.de/de/unternehmen/peter-spies/locations/haupthaus-wetzlar,50.567.580.000.000.000,8.504.700.000.000.000,HE,HAUPTHAUS Wetzlar,"50,56758","8,5047",,,Jens Langsdorf,,20 Uhr,Ja,nein,
825,G.U.T.,Peter Spies KG,peter-spies-kg,,Schorbachstr.,11,35510,Butzbach,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/peter-spies/locations/abex-butzbach-schorbachstr,50.431.140.000.000.000,8.690.840.000.000.000,HE,ABEX Butzbach / Schorbachstr.,"50,43114","8,69084",,,Jens Langsdorf,,20 Uhr,Ja,nein,
825,G.U.T.,Peter Spies KG,peter-spies-kg,,Johann-Ernst-Str.,3,35781,Weilburg,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/peter-spies/locations/abex-weilburg-johann-ernst-str,50.483.820.000.000.000,8.284.330.000.000.000,HE,ABEX Weilburg / Johann-Ernst-Str.,"50,48382","8,28433",,,Jens Langsdorf,,20 Uhr,Ja,nein,
825,G.U.T.,Peter Spies KG,peter-spies-kg,,Erdkauter Weg,21,35394,Gießen,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/peter-spies/standorte/abex-giessen-erdkauter-weg,50.570.644.302.355.400,8.684.143.547.329.760,HE,ABEX Gießen / Erdkauter Weg,"50,5706443","8,684143547",,,Jens Langsdorf,,20 Uhr,Ja,nein,
375,G.U.T.,Fendel Gebäudetechnik KG,fendel-gebaeudetechnik-kg,fendel-gebaeudetechnik-kg-logo.jpg,Justus-von-Liebig-Straße,12,1987,Schwarzheide,Germany,HAUPTHAUS,https://www.gut-gruppe.de/de/unternehmen/fendel-gebaeudetechnik-kg/locations/haupthaus-schwarzheide,51.470.415.037.184.800,13.804.062.505.626.600,BB,HAUPTHAUS Schwarzheide,"51,47041504","13,80406251",,"Warum wir bei diesem Projekt dabei sind? Lichtverschmutzung zerstört unsere Umwelt und hat massive Auswirkungen auf unsere Pflanzen, Insekten, nachtaktive Tiere und Menschen. Jeder von uns kann einen kleinen Beitrag für unsere Umwelt leisten. Wir tun dies und schalten unsere Werbeanlagen und nicht benötigte Außenlampen bis 20.00 Uhr ab. Auch die notwendige Parkplatzbeleuchtung werden wir mit 3000 Kelvin anstatt 4000 Kelvin künftig ausleuchten. Wir sind der Meinung, dass mit geringem Aufwand jeder etwas beitragen kann. Auch im Hinblick der Energieeinsparung sollte man sich mal die Frage stellen, für „wen“ und „was“ wir unsere Gebäude bis spät in die Nacht beleuchten? Je mehr man darüber nachdenkt, desto weniger Sinn macht es, die Beleuchtung aufrecht zu erhalten, wenn keine Mitarbeiter mehr anwesend sind. ",Carsten Böke,,21 Uhr,Ja,nein,
375,G.U.T.,Fendel Gebäudetechnik KG,fendel-gebaeudetechnik-kg,,Justus-von-Liebig-Straße,12,1987,Schwarzheide,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/fendel-gebaeudetechnik/standorte/abex-schwarzheide-justus-von-liebig-strasse,51.470.400.000.000.000,13.803.400.000.000.000,BB,ABEX Schwarzheide / Justus-von-Liebig-Straße,"51,4704","13,8034",,"Warum wir bei diesem Projekt dabei sind? Lichtverschmutzung zerstört unsere Umwelt und hat massive Auswirkungen auf unsere Pflanzen, Insekten, nachtaktive Tiere und Menschen. Jeder von uns kann einen kleinen Beitrag für unsere Umwelt leisten. Wir tun dies und schalten unsere Werbeanlagen und nicht benötigte Außenlampen bis 20.00 Uhr ab. Auch die notwendige Parkplatzbeleuchtung werden wir mit 3000 Kelvin anstatt 4000 Kelvin künftig ausleuchten. Wir sind der Meinung, dass mit geringem Aufwand jeder etwas beitragen kann. Auch im Hinblick der Energieeinsparung sollte man sich mal die Frage stellen, für „wen“ und „was“ wir unsere Gebäude bis spät in die Nacht beleuchten? Je mehr man darüber nachdenkt, desto weniger Sinn macht es, die Beleuchtung aufrecht zu erhalten, wenn keine Mitarbeiter mehr anwesend sind. ",Carsten Böke,,21 Uhr,Ja,nein,
375,G.U.T.,Fendel Gebäudetechnik KG,fendel-gebaeudetechnik-kg,,Industriestraße,19,1129,Dresden,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/de/unternehmen/fendel-gebaeudetechnik-kg/locations/niederlassung-dresden,51.088.042.018.027.900,13.712.830.630.619.000,SN,NIEDERLASSUNG Dresden,"51,08804202","13,71283063",,"Warum wir bei diesem Projekt dabei sind? Lichtverschmutzung zerstört unsere Umwelt und hat massive Auswirkungen auf unsere Pflanzen, Insekten, nachtaktive Tiere und Menschen. Jeder von uns kann einen kleinen Beitrag für unsere Umwelt leisten. Wir tun dies und schalten unsere Werbeanlagen und nicht benötigte Außenlampen bis 20.00 Uhr ab. Auch die notwendige Parkplatzbeleuchtung werden wir mit 3000 Kelvin anstatt 4000 Kelvin künftig ausleuchten. Wir sind der Meinung, dass mit geringem Aufwand jeder etwas beitragen kann. Auch im Hinblick der Energieeinsparung sollte man sich mal die Frage stellen, für „wen“ und „was“ wir unsere Gebäude bis spät in die Nacht beleuchten? Je mehr man darüber nachdenkt, desto weniger Sinn macht es, die Beleuchtung aufrecht zu erhalten, wenn keine Mitarbeiter mehr anwesend sind. ",Carsten Böke,,21 Uhr,Ja,nein,
375,G.U.T.,Fendel Gebäudetechnik KG,fendel-gebaeudetechnik-kg,,Industriestraße,19,1129,Dresden,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/fendel-gebaeudetechnik/standorte/abex-dresden-industriestrasse,51.088.022.653.511.700,13.712.827.948.410.000,SN,ABEX Dresden / Industriestraße,"51,08802265","13,71282795",,"Warum wir bei diesem Projekt dabei sind? Lichtverschmutzung zerstört unsere Umwelt und hat massive Auswirkungen auf unsere Pflanzen, Insekten, nachtaktive Tiere und Menschen. Jeder von uns kann einen kleinen Beitrag für unsere Umwelt leisten. Wir tun dies und schalten unsere Werbeanlagen und nicht benötigte Außenlampen bis 20.00 Uhr ab. Auch die notwendige Parkplatzbeleuchtung werden wir mit 3000 Kelvin anstatt 4000 Kelvin künftig ausleuchten. Wir sind der Meinung, dass mit geringem Aufwand jeder etwas beitragen kann. Auch im Hinblick der Energieeinsparung sollte man sich mal die Frage stellen, für „wen“ und „was“ wir unsere Gebäude bis spät in die Nacht beleuchten? Je mehr man darüber nachdenkt, desto weniger Sinn macht es, die Beleuchtung aufrecht zu erhalten, wenn keine Mitarbeiter mehr anwesend sind. ",Carsten Böke,,21 Uhr,Ja,nein,
375,G.U.T.,Fendel Gebäudetechnik KG,fendel-gebaeudetechnik-kg,,Karl-Liebknecht-Straße,102,3046,Cottbus,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/fendel-gebaeudetechnik-kg/locations/abex-cottbus,51.758.268.974.157.700,14.318.605.047.607.400,BB,ABEX Cottbus / Karl-Liebknecht-Straße,"51,75826897","14,31860505",,"Warum wir bei diesem Projekt dabei sind? Lichtverschmutzung zerstört unsere Umwelt und hat massive Auswirkungen auf unsere Pflanzen, Insekten, nachtaktive Tiere und Menschen. Jeder von uns kann einen kleinen Beitrag für unsere Umwelt leisten. Wir tun dies und schalten unsere Werbeanlagen und nicht benötigte Außenlampen bis 20.00 Uhr ab. Auch die notwendige Parkplatzbeleuchtung werden wir mit 3000 Kelvin anstatt 4000 Kelvin künftig ausleuchten. Wir sind der Meinung, dass mit geringem Aufwand jeder etwas beitragen kann. Auch im Hinblick der Energieeinsparung sollte man sich mal die Frage stellen, für „wen“ und „was“ wir unsere Gebäude bis spät in die Nacht beleuchten? Je mehr man darüber nachdenkt, desto weniger Sinn macht es, die Beleuchtung aufrecht zu erhalten, wenn keine Mitarbeiter mehr anwesend sind. ",Carsten Böke,,21 Uhr,Ja,nein,
375,G.U.T.,Fendel Gebäudetechnik KG,fendel-gebaeudetechnik-kg,,Karl-Liebknecht-Straße,102,3046,Cottbus,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/fendel-gebaeudetechnik/standorte/niederlassung-cottbus,51.758.255.692.272.900,14.318.647.962.951.600,BB,NIEDERLASSUNG Cottbus,"51,75825569","14,31864796",,"Warum wir bei diesem Projekt dabei sind? Lichtverschmutzung zerstört unsere Umwelt und hat massive Auswirkungen auf unsere Pflanzen, Insekten, nachtaktive Tiere und Menschen. Jeder von uns kann einen kleinen Beitrag für unsere Umwelt leisten. Wir tun dies und schalten unsere Werbeanlagen und nicht benötigte Außenlampen bis 20.00 Uhr ab. Auch die notwendige Parkplatzbeleuchtung werden wir mit 3000 Kelvin anstatt 4000 Kelvin künftig ausleuchten. Wir sind der Meinung, dass mit geringem Aufwand jeder etwas beitragen kann. Auch im Hinblick der Energieeinsparung sollte man sich mal die Frage stellen, für „wen“ und „was“ wir unsere Gebäude bis spät in die Nacht beleuchten? Je mehr man darüber nachdenkt, desto weniger Sinn macht es, die Beleuchtung aufrecht zu erhalten, wenn keine Mitarbeiter mehr anwesend sind. ",Carsten Böke,,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,august-broetje-handel-kg-logo.jpg,Schafjückenweg,1,26180,Rastede,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/broetje-handel/standorte/haupthaus-rastede,53.220.248.509.146.000,8.241.021.136.245.760,NDS,HAUPTHAUS Rastede,"53,22024851","8,241021136",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,,Schafjückenweg,1,26180,Rastede,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/broetje-handel/locations/abex-rastede-schafjueckenweg,53.220.181.059.302.800,8.241.375.187.835.720,NDS,ABEX Rastede / Schafjückenweg,"53,22018106","8,241375188",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,,Havermonikenstraße,18,26382,Wilhelmshaven,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/de/unternehmen/broetje-handel/locations/niederlassung-wilhelmshaven-havermonikenstrasse,53.513.613.278.258.300,8.094.004.468.786.580,NDS,NIEDERLASSUNG Wilhelmshaven,"53,51361328","8,094004469",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,,Havermonikenstraße,18,26382,Wilhelmshaven,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/broetje-handel/locations/abex-wilhelmshaven-havermonikenstrasse,53.513.204.975.053.200,8.094.004.468.786.580,NDS,ABEX Wilhelmshaven / Havermonikenstraße,"53,51320498","8,094004469",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,,Pophankenweg,34,26129,Oldenburg,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/broetje-handel/locations/abex-oldenburg-pophankenweg,53.155.548.410.947.900,8.176.171.163.368.280,NDS,ABEX Oldenburg / Pophankenweg,"53,15554841","8,176171163",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,,Boschstraße,1,49716,Meppen,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/broetje-handel/locations/abex-meppen-boschstrasse,52.669.520.000.000.000,7.299.630.000.000.000,NDS,ABEX Meppen / Boschstraße,"52,66952","7,29963",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,,Boschstraße,1,49716,Meppen,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/broetje-handel/standorte/niederlassung-meppen,52.669.520.000.000.000,7.299.630.000.000.000,NDS,NIEDERLASSUNG Meppen,"52,66952","7,29963",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,,Jeverstraße,8,26409,Wittmund,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/broetje-handel/locations/abex-wittmund-jeverstrasse,53.575.721.840.648.700,7.792.362.071.094.540,NDS,ABEX Wittmund / Jeverstraße,"53,57572184","7,792362071",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,,Eichendorffstraße,38,26655,Westerstede,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/broetje-handel/locations/abex-westerstede-eichendorffstrasse,53.260.220.000.000.000,7.937.360.000.000.000,NDS,ABEX Westerstede / Eichendorffstraße,"53,26022","7,93736",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
680,G.U.T.,August Brötje Handel KG,august-broetje-handel-kg,,Nadorster Straße,226a,26123,Oldenburg,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/broetje-handel/locations/abex-oldenburg-nadorster-strasse,53.162.705.553.926.100,8.227.052.528.588.850,NDS,ABEX Oldenburg / Nadorster Straße,"53,16270555","8,227052529",,"Nachhaltigkeit gehört zu den Grundprinzipien unseres Hauses und der gesamten  G.U.T.-Unternehmensgruppe. Deshalb haben wir uns schon vor der aktuellen Situation intensiv mit dem Thema Energieeinsparung auseinandergesetzt und bereits unterschiedliche Maßnahmen umgesetzt. Uns gefällt an diesem Projekt, dass wir hiermit unseren eingeschlagenen Kurs konsequent weiterverfolgen können und darüber hinaus einen notwendigen Beitrag zum Artenschutz leisten.   ",Carsten Janßen,Prokurist - Leitung Betrieb und Verwaltung,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Wiesendamm,15-17,13597,Berlin,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/roske/standorte/abex-berlin-wiesendamm,52.527.135.900.000.000,13.246.126.900.000.000,Berlin,ABEX Berlin / Wiesendamm,"52,5271359","13,2461269",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Gaußstraße,23b,10589,Berlin,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/roske/standorte/niederlassung-berlin,52.529.950.000.000.000,13.306.995.800.000.000,Berlin,NIEDERLASSUNG Berlin,"52,52995","13,3069958",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Gaußstraße,23b,10589,Berlin,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/roske/standorte/abex-berlin-gaussstrasse,52.529.950.000.000.000,13.306.995.800.000.000,Berlin,ABEX Berlin / Gaußstraße,"52,52995","13,3069958",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Bismarckstr.,17,13585,Berlin,Germany,NIEDERLASSUNG,,52.543.441.098.800.300,13.200.930.599.999.900,Berlin,NIEDERLASSUNG Berlin,"52,5434411","13,2009306",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Bismarckstr.,17,13585,Berlin,Germany,ABEX,,52.543.388.900.000.000,13.200.930.600.000.000,Berlin,ABEX Berlin / Bismarckstr.,"52,5433889","13,2009306",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Werdauer Weg,12,10829,Berlin,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/roske/standorte/niederlassung-berlin-0,52.477.390.000.000.000,13.350.890.000.000.000,Berlin,NIEDERLASSUNG Berlin,"52,47739","13,35089",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Werdauer Weg,12,10829,Berlin,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/roske/locations/abex-schoeneberg,52.477.390.000.000.000,13.350.890.000.000.000,Berlin,ABEX Berlin / Werdauer Weg,"52,47739","13,35089",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Siegfriedstr.,55,10365,Berlin,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/roske/standorte/niederlassung-berlin-1,52.523.343.031.417.400,13.503.852.530.718.900,Berlin,NIEDERLASSUNG Berlin,"52,52334303","13,50385253",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Siegfriedstr.,55,10365,Berlin,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/roske/locations/abex-lichtenberg,52.523.307.914.602.000,13.503.869.526.944.700,Berlin,ABEX Berlin / Siegfriedstr.,"52,52330791","13,50386953",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Seelenbinderstr.,129-157,12555,Berlin,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/roske/standorte/abex-berlin-seelenbinderstr,52.455.605.378.996.400,13.592.748.134.918.200,Berlin,ABEX Berlin / Seelenbinderstr.,"52,45560538","13,59274813",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Veltener Straße,14,16761,Hennigsdorf,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/roske/standorte/niederlassung-hennigsdorf,52.652.248.700.000.000,13.204.675.300.000.000,BB,NIEDERLASSUNG Hennigsdorf,"52,6522487","13,2046753",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Veltener Straße,14,16761,Hennigsdorf,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/roske/standorte/abex-hennigsdorf-veltener-strasse,52.652.248.700.000.000,13.204.675.300.000.000,BB,ABEX Hennigsdorf / Veltener Straße,"52,6522487","13,2046753",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Hellersdorfer Weg,34-36,12689,Berlin,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/roske/locations/abex-berlin-hellersdorfer-weg,52.563.200.857.614.300,13.551.581.661.376.900,Berlin,ABEX Berlin / Hellersdorfer Weg,"52,56320086","13,55158166",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Miethepfad,9,12307,Berlin,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/roske/standorte/abex-berlin-miethepfad,52.399.525.000.000.000,13.387.518.000.000.000,Berlin,ABEX Berlin / Miethepfad,"52,399525","13,387518",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,roske-kg-logo.jpg,Miethepfad,9,12307,Berlin,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/roske/standorte/haupthaus-berlin,52.399.881.534.822.700,13.386.812.579.029.000,Berlin,HAUPTHAUS Berlin,"52,39988153","13,38681258",,,Sabine Möller,,21 Uhr,Ja,nein,
880,G.U.T.,ROSKE KG,roske-kg,,Dannenwalder Weg,154,13439,Berlin,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/roske/standorte/abex-berlin-dannenwalder-weg,52.592.311.700.000.000,13.357.291.900.000.000,Berlin,ABEX Berlin / Dannenwalder Weg,"52,5923117","13,3572919",,,Sabine Möller,,21 Uhr,Ja,nein,
