Buchungskreis,Marken Name Kurz,Standortname,Slug,Logo Filename,Straße,Hausnummer,PLZ,Stadt,Land Name,Standorttyp Name,Homepage,Breitengrad,Längengrad,Bundesland,Werblicher Anzeige Name,Breitengrad (Komma),Längengrad (Komma),,Statement,Statementgeber,Funktion des Statementgebers,Um wie viel Uhr wird das Licht ausgestellt?,Umsetzung der Maßnahmen bis 15.11.2022?,Änderung der Beleuchtung durch Teilnahme am Projekt?,Details zur Lichtabschaltung
925,G.U.T.,G.U.T. Feldtmann KG,gut-feldtmann-kg,,Werkstraße,107,19061,Schwerin,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/de/unternehmen/feldtmann/locations/niederlassung-schwerin,53.575.540.000.000.000,11.384.580.000.000.000,MV,NIEDERLASSUNG Schwerin,"53,57554","11,38458",,Im engen Schulterschluss mit den anderen Partnerhäusern der G.U.T.-GRUPPE beteiligen auch wir uns an dem Projekt und wollen unseren Beitrag leisten.  ,Domenico Milione,Betriebsleitung,21 Uhr,Ja,nein,
925,G.U.T.,G.U.T. Feldtmann KG,gut-feldtmann-kg,,Werkstraße,107,19061,Schwerin,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/feldtmann/locations/abex-schwerin,53.575.540.000.000.000,11.384.580.000.000.000,MV,ABEX Schwerin / Werkstraße,"53,57554","11,38458",,Im engen Schulterschluss mit den anderen Partnerhäusern der G.U.T.-GRUPPE beteiligen auch wir uns an dem Projekt und wollen unseren Beitrag leisten.  ,Domenico Milione,Betriebsleitung,21 Uhr,Ja,nein,
925,G.U.T.,G.U.T. Feldtmann KG,gut-feldtmann-kg,,Warnowufer,30,18057,Rostock,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/de/unternehmen/feldtmann/locations/niederlassung-rostock,54.091.825.000.000.000,12.120.060.000.000.000,MV,NIEDERLASSUNG Rostock,"54,091825","12,12006",,Im engen Schulterschluss mit den anderen Partnerhäusern der G.U.T.-GRUPPE beteiligen auch wir uns an dem Projekt und wollen unseren Beitrag leisten.  ,Domenico Milione,Betriebsleitung,21 Uhr,Ja,nein,
925,G.U.T.,G.U.T. Feldtmann KG,gut-feldtmann-kg,,Warnowufer,30,18057,Rostock,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/feldtmann/standorte/abex-rostock-warnowufer,54.091.825.000.000.000,12.120.060.000.000.000,MV,ABEX Rostock / Warnowufer,"54,091825","12,12006",,Im engen Schulterschluss mit den anderen Partnerhäusern der G.U.T.-GRUPPE beteiligen auch wir uns an dem Projekt und wollen unseren Beitrag leisten.  ,Domenico Milione,Betriebsleitung,21 Uhr,Ja,nein,
925,G.U.T.,G.U.T. Feldtmann KG,gut-feldtmann-kg,,Im Gleisdreieck,4a,23566,Lübeck,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/feldtmann/standorte/abex-luebeck-im-gleisdreieck,53.870.040.000.000.000,10.741.490.000.000.000,Schleswig-Holstein,ABEX Lübeck / Im Gleisdreieck,"53,87004","10,74149",,Im engen Schulterschluss mit den anderen Partnerhäusern der G.U.T.-GRUPPE beteiligen auch wir uns an dem Projekt und wollen unseren Beitrag leisten.  ,Domenico Milione,Betriebsleitung,21 Uhr,Ja,nein,
247,G.U.T.,Wohlfahrt & Wesco KG,wohlfahrt-wesco-kg,,Bahnhofstraße,149,59759,Arnsberg,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/wohlfahrt-wesco/standorte/niederlassung,51.435.250.000.000.000,7.982.900.000.000.000,NRW,NIEDERLASSUNG Arnsberg,"51,43525","7,9829",,"Gemeinsam sind wir stark: Mit einfachen Mitteln und denkbar wenig Aufwand können wir im Rahmen der Aktion „22 Uhr – Licht aus“ einen G.U.T.en Beitrag zum Umwelt- und Artenschutz, sowie zur Energieeinsparung beitragen. ",Meike Klose,Sekretärin der Geschäftsleitung / Verwaltung / Service Management,18 Uhr,Ja,nein,
247,G.U.T.,Wohlfahrt & Wesco KG,wohlfahrt-wesco-kg,,Bahnhofstraße,149,59759,Arnsberg,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wohlfahrt-wesco/locations/abex-arnsberg-bahnhofstrasse,51.435.250.000.000.000,7.982.900.000.000.000,NRW,ABEX Arnsberg / Bahnhofstraße,"51,43525","7,9829",,"Gemeinsam sind wir stark: Mit einfachen Mitteln und denkbar wenig Aufwand können wir im Rahmen der Aktion „22 Uhr – Licht aus“ einen G.U.T.en Beitrag zum Umwelt- und Artenschutz, sowie zur Energieeinsparung beitragen. ",Meike Klose,Sekretärin der Geschäftsleitung / Verwaltung / Service Management,18 uhr,Ja,nein,
247,G.U.T.,Wohlfahrt & Wesco KG,wohlfahrt-wesco-kg,wohlfahrt-wesco-kg-logo.jpg,Preußer Str.,8,58135,Hagen,Germany,HAUPTHAUS,https://www.gut-gruppe.de/de/unternehmen/wohlfahrt-wesco/locations/haupthaus-hagen,51.350.610.000.000.000,7.433.420.000.000.000,NRW,HAUPTHAUS Hagen,"51,35061","7,43342",,"Gemeinsam sind wir stark: Mit einfachen Mitteln und denkbar wenig Aufwand können wir im Rahmen der Aktion „22 Uhr – Licht aus“ einen G.U.T.en Beitrag zum Umwelt- und Artenschutz, sowie zur Energieeinsparung beitragen. ",Meike Klose,Sekretärin der Geschäftsleitung / Verwaltung / Service Management,18 Uhr,Ja,nein,
247,G.U.T.,Wohlfahrt & Wesco KG,wohlfahrt-wesco-kg,,Preußer Str.,8,58135,Hagen,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wohlfahrt-wesco/locations/abex-hagen-preusser-str,51.350.610.000.000.000,7.433.420.000.000.000,NRW,ABEX Hagen / Preußer Str.,"51,35061","7,43342",,"Gemeinsam sind wir stark: Mit einfachen Mitteln und denkbar wenig Aufwand können wir im Rahmen der Aktion „22 Uhr – Licht aus“ einen G.U.T.en Beitrag zum Umwelt- und Artenschutz, sowie zur Energieeinsparung beitragen. ",Meike Klose,Sekretärin der Geschäftsleitung / Verwaltung / Service Management,18 Uhr,Ja,nein,
247,G.U.T.,Wohlfahrt & Wesco KG,wohlfahrt-wesco-kg,,Am Spörkel,36-42,44227,Dortmund,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wohlfahrt-wesco/locations/abex-dortmund-am-spoerkel,51.475.418.100.000.000,7.429.863.100.000.000,NRW,ABEX Dortmund / Am Spörkel,"51,4754181","7,4298631",,"Gemeinsam sind wir stark: Mit einfachen Mitteln und denkbar wenig Aufwand können wir im Rahmen der Aktion „22 Uhr – Licht aus“ einen G.U.T.en Beitrag zum Umwelt- und Artenschutz, sowie zur Energieeinsparung beitragen. ",Meike Klose,Sekretärin der Geschäftsleitung / Verwaltung / Service Management,18 Uhr,Ja,nein,
247,G.U.T.,Wohlfahrt & Wesco KG,wohlfahrt-wesco-kg,,Milsper Str.,17,58256,Ennepetal,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wohlfahrt-wesco/locations/abex-ennepetal-milsper-str,51.308.697.900.000.000,7.384.407.900.000.000,NRW,ABEX Ennepetal / Milsper Str.,"51,3086979","7,3844079",,"Gemeinsam sind wir stark: Mit einfachen Mitteln und denkbar wenig Aufwand können wir im Rahmen der Aktion „22 Uhr – Licht aus“ einen G.U.T.en Beitrag zum Umwelt- und Artenschutz, sowie zur Energieeinsparung beitragen. ",Meike Klose,Sekretärin der Geschäftsleitung / Verwaltung / Service Management,18 Uhr,Ja,nein,
247,G.U.T.,Wohlfahrt & Wesco KG,wohlfahrt-wesco-kg,,Edelstahlweg,5a,44287,Dortmund,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wohlfahrt-wesco/locations/abex-dortmund-edelstahlweg,51.487.793.400.000.000,7.553.930.000.000.000,NRW,ABEX Dortmund / Edelstahlweg,"51,4877934","7,55393",,"Gemeinsam sind wir stark: Mit einfachen Mitteln und denkbar wenig Aufwand können wir im Rahmen der Aktion „22 Uhr – Licht aus“ einen G.U.T.en Beitrag zum Umwelt- und Artenschutz, sowie zur Energieeinsparung beitragen. ",Meike Klose,Sekretärin der Geschäftsleitung / Verwaltung / Service Management,18 Uhr,Ja,nein,
247,G.U.T.,Wohlfahrt & Wesco KG,wohlfahrt-wesco-kg,,Frankfurter Straße,28,58095,Hagen,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wohlfahrt-wesco/locations/abex-hagen-frankfurter-strasse,51.351.522.500.000.000,7.481.045.100.000.000,NRW,ABEX Hagen / Frankfurter Straße,"51,3515225","7,4810451",,"Gemeinsam sind wir stark: Mit einfachen Mitteln und denkbar wenig Aufwand können wir im Rahmen der Aktion „22 Uhr – Licht aus“ einen G.U.T.en Beitrag zum Umwelt- und Artenschutz, sowie zur Energieeinsparung beitragen. ",Meike Klose,Sekretärin der Geschäftsleitung / Verwaltung / Service Management,18 Uhr,Ja,nein,
247,G.U.T.,Wohlfahrt & Wesco KG,wohlfahrt-wesco-kg,,Mendener Straße,28-30,58710,Menden,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wohlfahrt-wesco/locations/abex-menden-mendener-strasse,51.420.920.000.000.000,7.824.270.000.000.000,NRW,ABEX Menden / Mendener Straße,"51,42092","7,82427",,"Gemeinsam sind wir stark: Mit einfachen Mitteln und denkbar wenig Aufwand können wir im Rahmen der Aktion „22 Uhr – Licht aus“ einen G.U.T.en Beitrag zum Umwelt- und Artenschutz, sowie zur Energieeinsparung beitragen. ",Meike Klose,Sekretärin der Geschäftsleitung / Verwaltung / Service Management,18 Uhr,Ja,nein,
255,G.U.T.,W + S Lorenz KG,w-s-lorenz-kg,,Hagenstr.,1-2,31275,Lehrte,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/lorenz/locations/abex-lehrte-hagenstr,52.370.353.965.210.800,9.977.409.836.245.670,NDS,ABEX Lehrte / Hagenstr.,"52,37035397","9,977409836",,"Die Aktion bestätigt unser Engagement der letzten Jahre: Denn wir haben schon immer auf Leuchtreklame verzichtet, da wir überzeugt sind, dass der werbliche Effekt gering ist. Nun haben wir die Gewissheit, nicht nur Werbemittel und Energiekosten einzusparen, sondern vor allem einen wichtigen Beitrag zum Naturschutz zu leisten.  ",Randolf Lorenz,PhG,18 Uhr,Ja,nein,
255,G.U.T.,W + S Lorenz KG,w-s-lorenz-kg,,Ruthenstraße,16-18,31785,Hameln,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/lorenz/locations/abex-hameln-ruthenstrasse,52.095.933.000.000.000,9.358.965.700.000.000,NDS,ABEX Hameln / Ruthenstraße,"52,095933","9,3589657",,"Die Aktion bestätigt unser Engagement der letzten Jahre: Denn wir haben schon immer auf Leuchtreklame verzichtet, da wir überzeugt sind, dass der werbliche Effekt gering ist. Nun haben wir die Gewissheit, nicht nur Werbemittel und Energiekosten einzusparen, sondern vor allem einen wichtigen Beitrag zum Naturschutz zu leisten.  ",Randolf Lorenz,PhG,18 Uhr,Ja,nein,
255,G.U.T.,W + S Lorenz KG,w-s-lorenz-kg,,Büttnerstraße,15,30165,Hannover,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/lorenz/standorte/abex-hannover-buettnerstrasse,52.404.820.000.000.000,9.731.490.000.000.000,NDS,ABEX Hannover / Büttnerstraße,"52,40482","9,73149",,"Die Aktion bestätigt unser Engagement der letzten Jahre: Denn wir haben schon immer auf Leuchtreklame verzichtet, da wir überzeugt sind, dass der werbliche Effekt gering ist. Nun haben wir die Gewissheit, nicht nur Werbemittel und Energiekosten einzusparen, sondern vor allem einen wichtigen Beitrag zum Naturschutz zu leisten.  ",Randolf Lorenz,PhG,18 Uhr,Ja,nein,
255,G.U.T.,W + S Lorenz KG,w-s-lorenz-kg,w-s-lorenz-kg-logo.jpg,Büttnerstraße,15,30165,Hannover,Germany,HAUPTHAUS,https://www.gut-gruppe.de/de/unternehmen/lorenz/locations/haupthaus-hannover,52.404.820.000.000.000,9.731.490.000.000.000,NDS,HAUPTHAUS Hannover,"52,40482","9,73149",,"Die Aktion bestätigt unser Engagement der letzten Jahre: Denn wir haben schon immer auf Leuchtreklame verzichtet, da wir überzeugt sind, dass der werbliche Effekt gering ist. Nun haben wir die Gewissheit, nicht nur Werbemittel und Energiekosten einzusparen, sondern vor allem einen wichtigen Beitrag zum Naturschutz zu leisten.  ",Randolf Lorenz,PhG,18 Uhr,Ja,nein,
77,G.U.T.,G.U.T. Birk Kempten KG,gut-birk-kempten-kg,gut-birk-kempten-kg-logo.jpg,Friedrichstr.,14,87437,Kempten,Germany,HAUPTHAUS,https://www.gut-gruppe.de/de/unternehmen/kempten,47.713.140.400.000.000,10.327.708.800.000.000,BY,HAUPTHAUS Kempten,"47,7131404","10,3277088",,"Wir sind ein Unternehmen, das sich mit energieeffizienten Produkten, nachhaltigen Technologien und erneuerbaren Energien beschäftigt. Unsere Verantwortung für Umwelt- und Naturschutz ist bereits mit unserer Unternehmensphilosophie festgelegt. Daher beteiligen wir uns gerne an der Aktion „22 Uhr – Licht aus“. ",Pascal Haffa,PhG,20 Uhr,Ja,nein,
77,G.U.T.,G.U.T. Birk Kempten KG,gut-birk-kempten-kg,,Friedrichstr.,14,87437,Kempten,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/birk-kempten-kg/standorte/abex-kempten-friedrichstr,47.713.140.400.000.000,10.327.708.800.000.000,BY,ABEX Kempten / Friedrichstr.,"47,7131404","10,3277088",,"Wir sind ein Unternehmen, das sich mit energieeffizienten Produkten, nachhaltigen Technologien und erneuerbaren Energien beschäftigt. Unsere Verantwortung für Umwelt- und Naturschutz ist bereits mit unserer Unternehmensphilosophie festgelegt. Daher beteiligen wir uns gerne an der Aktion „22 Uhr – Licht aus“. ",Pascal Haffa,PhG,20 Uhr,Ja,nein,
77,G.U.T.,G.U.T. Birk Kempten KG,gut-birk-kempten-kg,,Peter-Dornier-Straße,4,88131,Lindau,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/birk-kempten-kg/standorte/niederlassung-lindau,47.549.694.400.000.000,9.729.868.000.000.000,BY,NIEDERLASSUNG Lindau,"47,5496944","9,729868",,"Wir sind ein Unternehmen, das sich mit energieeffizienten Produkten, nachhaltigen Technologien und erneuerbaren Energien beschäftigt. Unsere Verantwortung für Umwelt- und Naturschutz ist bereits mit unserer Unternehmensphilosophie festgelegt. Daher beteiligen wir uns gerne an der Aktion „22 Uhr – Licht aus“. ",Pascal Haffa,PhG,20 Uhr,Ja,nein,
77,G.U.T.,G.U.T. Birk Kempten KG,gut-birk-kempten-kg,,Peter-Dornier-Straße,4,88131,Lindau,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/birk-kempten-kg/standorte/abex-lindau-peter-dornier-strasse,47.549.694.400.000.000,9.729.868.000.000.000,BY,ABEX Lindau / Peter-Dornier-Straße,"47,5496944","9,729868",,"Wir sind ein Unternehmen, das sich mit energieeffizienten Produkten, nachhaltigen Technologien und erneuerbaren Energien beschäftigt. Unsere Verantwortung für Umwelt- und Naturschutz ist bereits mit unserer Unternehmensphilosophie festgelegt. Daher beteiligen wir uns gerne an der Aktion „22 Uhr – Licht aus“. ",Pascal Haffa,PhG,20 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,elting-kg-logo.jpg,Wierlings Esch,1,48249,Dülmen,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/elting/standorte/haupthaus-duelmen,51.821.114.522.942.800,7.313.327.931.213.370,NRW,HAUPTHAUS Dülmen,"51,82111452","7,313327931",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Wierlings Esch,1,48249,Dülmen,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-duelmen-wierlings-esch,51.820.411.557.815.800,7.311.954.640.197.740,NRW,ABEX Dülmen / Wierlings Esch,"51,82041156","7,31195464",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Südring,46,46342,Velen,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/elting/standorte/niederlassung-velen,51.876.719.935.261.100,6.915.513.060.188.310,NRW,NIEDERLASSUNG Velen,"51,87671994","6,91551306",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Südring,46,46342,Velen,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-velen-suedring,51.876.880.555.010.800,6.915.566.704.368.610,NRW,ABEX Velen / Südring,"51,87688056","6,915566704",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Hansaring,148,48268,Greven,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/elting/standorte/niederlassung-greven,52.109.246.500.000.000,7.615.066.700.000.000,NRW,NIEDERLASSUNG Greven,"52,1092465","7,6150667",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Hansaring,148,48268,Greven,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-greven-hansaring,52.109.246.500.000.000,7.615.066.700.000.000,NRW,ABEX Greven / Hansaring,"52,1092465","7,6150667",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Ewaldstraße,7,46395,Bocholt,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-bocholt-ewaldstrasse,51.833.630.000.000.000,6.621.440.000.000.000,NRW,ABEX Bocholt / Ewaldstraße,"51,83363","6,62144",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Dieselstraße,20,48683,Ahaus,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/elting/standorte/niederlassung-ahaus,52.084.390.000.000.000,7.027.170.000.000.000,NRW,NIEDERLASSUNG Ahaus,"52,08439","7,02717",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Dieselstraße,20,48683,Ahaus,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-ahaus-dieselstrasse,52.084.390.000.000.000,7.027.170.000.000.000,NRW,ABEX Ahaus / Dieselstraße,"52,08439","7,02717",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Westfalenring,28,45739,Oer-Erkenschwick,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/elting/standorte/niederlassung-oer-erkenschwick,51.631.778.100.000.000,7.268.212.600.000.000,NRW,NIEDERLASSUNG Oer-Erkenschwick,"51,6317781","7,2682126",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Westfalenring,28,45739,Oer-Erkenschwick,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-oer-erkenschwick-westfalenring,51.631.778.100.000.000,7.268.212.600.000.000,NRW,ABEX Oer-Erkenschwick / Westfalenring,"51,6317781","7,2682126",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Annabergstraße,156,45721,Haltern am See,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-haltern-am-see-annabergstrasse,51.731.046.800.000.000,7.165.511.400.000.000,NRW,ABEX Haltern am See / Annabergstraße,"51,7310468","7,1655114",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,An der Becke,11,45527,Hattingen,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/elting/standorte/niederlassung-hattingen,51.401.096.000.000.000,7.213.278.000.000.000,NRW,NIEDERLASSUNG Hattingen,"51,401096","7,213278",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,An der Becke,11,45527,Hattingen,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-hattingen-der-becke,51.401.096.000.000.000,7.213.278.000.000.000,NRW,ABEX Hattingen / An der Becke,"51,401096","7,213278",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Binnerheide,34,58239,Schwerte,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/unternehmen/elting/standorte/niederlassung-schwerte,51.457.616.300.000.000,7.576.547.300.000.000,NRW,NIEDERLASSUNG Schwerte,"51,4576163","7,5765473",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
117,G.U.T.,Elting KG,elting-kg,,Binnerheide,34,58239,Schwerte,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/elting/standorte/abex-schwerte-binnerheide,51.457.616.300.000.000,7.576.547.300.000.000,NRW,ABEX Schwerte / Binnerheide,"51,4576163","7,5765473",,"Als Fachgroßhandel für Gebäude- und Umwelttechnik beteiligen wir uns aktiv am Umweltschutz und engagieren uns in verschiedenen Umweltprojekten. Daher ist es nur logisch und sinnvoll, uns auch an der Kampagne „22Uhr – Licht aus“ zu beteiligen. Neu ist das Thema für uns nicht: Unabhängig von Energieengpässen arbeiten wir schon lange mit Zeitschaltungen und Dämmerungssensoren. ",Thomas Reinermann,Assistenz der Geschäftsleitung,21 Uhr,Ja,nein,
